34	1000	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
41	1200	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
48	1400	34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
56	1600	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
64	1800	27	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
72	2000	24	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
80	2200	22	44	66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
88	2400	20	40	60	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
96	2600	18	37	55	73	91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
105	2800	17	34	51	68	85	102	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
114	3000	16	32	48	64	80	96	111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
123	3200	15	31	46	61	76	91	106	121	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
141	3600	14	28	42	54	68	81	94	107	121	134	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
160	4000	13	26	38	50	62	74	86	98	110	122	134	146	158	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
180	4400	12	23	34	45	57	68	79	90	101	112	123	134	145	156	167	177	-	-	-	-	-	-	-	-	-	-	-	-	-	-
200	4800	11	21	31	42	53	63	73	83	93	104	114	124	134	144	154	163	173	183	193	-	-	-	-	-	-	-	-	-	-	-
222	5200	10	19	29	39	49	58	68	77	87	97	106	115	125	134	143	152	161	170	179	188	198	207	216	-	-	-	-	-	-	-
244	5600	9	18	27	36	45	54	63	72	81	90	99	108	117	126	134	143	151	160	169	177	186	194	203	212	220	228	236	244	-	-
267	6000	9	17	26	34	42	51	59	68	77	85	94	102	111	119	127	135	143	152	160	168	176	184	192	200	208	216	223	231	239	247
292	6400	8	16	24	32	40	48	56	65	73	81	90	98	106	114	122	129	137	145	153	160	168	175	183	190	198	205	212	219	226	234
317	6800	8	16	23	31	38	46	54	62	70	78	86	94	102	110	118	125	132	139	147	154	161	168	175	182	189	196	203	209	216	223
344	7200	8	16	23	30	37	45	52	59	67	75	82	90	98	106	114	121	128	135	142	149	156	163	169	175	182	189	196	202	208	215
373	7600	8	15	22	29	36	43	50	57	64	72	79	87	95	103	110	117	124	131	138	145	152	158	164	170	176	183	190	196	202	208
404	8000	7	14	21	28	35	42	49	56	63	70	77	85	93	100	107	114	121	128	135	141	148	154	160	166	172	179	185	191	197	203
437	8400	7	14	21	28	35	42	49	56	63	70	77	84	91	98	105	112	119	125	132	138	145	151	157	163	169	176	182	188	194	200
473	8800	7	14	21	28	35	42	49	56	63	70	77	84	91	98	104	111	118	124	131	137	143	150	156	162	168	175	182	188	194	200
514	9200	7	14	21	28	35	43	50	57	64	71	78	85	92	99	105	112	119	126	133	139	146	153	159	165	171	178	184	190	196	202
534	9600	8	15	23	30	37	45	53	61	69	76	84	91	98	105	112	119	126	133	140	146	153	160	167	173	179	186	192	198	204	210
627	10000	9	16	25	33	41	50	59	68	77	86	94	102	110	118	126	134	141	148	155	162	169	176	183	189	195	202	208	214	220	226
750	10340	24	46	66	84	100	114	126	136	146	155	164	173	182	190	198	206	214	222	230	238	246	254	261	268	275	282	289	296	302	308
