28	1000	49	97	144	190	235	279	322	364	404	443	481	517	552	585	616	645	673	700	-	-	-	-	-	-	-	-	-	-	-	-
34	1200	42	82	121	160	198	236	273	309	344	379	413	445	476	506	535	563	590	615	639	663	686	709	-	-	-	-	-	-	-	-
41	1400	36	70	104	137	170	203	235	267	298	329	359	388	416	443	470	496	522	547	571	594	616	637	657	677	696	-	-	-	-	-
48	1600	31	61	91	121	151	178	206	235	263	290	317	343	369	394	419	444	468	491	513	534	555	575	595	614	633	653	672	681	-	-
56	1800	28	55	81	107	132	157	182	207	232	257	282	307	331	355	379	402	424	445	466	486	506	525	544	562	580	598	615	632	649	665
63	2000	24	48	72	95	119	142	165	188	211	234	256	279	301	324	346	367	387	407	426	445	464	482	499	517	535	553	570	586	601	616
71	2200	21	43	65	87	108	130	151	172	193	214	234	235	275	296	316	336	355	373	391	409	427	445	462	479	496	513	529	545	560	574
79	2400	20	40	59	79	99	119	138	157	177	196	215	234	254	274	293	311	328	344	361	378	395	412	428	445	461	477	492	507	522	536
87	2600	18	37	55	73	93	110	128	146	164	182	199	217	238	253	271	288	304	320	336	352	368	384	399	415	430	446	461	475	489	502
95	2800	17	34	51	68	85	102	119	136	152	169	185	202	218	235	251	267	283	298	313	328	343	358	373	388	403	418	432	446	459	472
104	3000	16	32	48	64	80	96	111	127	142	158	173	188	203	219	234	250	265	280	294	308	322	337	351	365	379	393	407	420	433	446
113	3200	14	30	45	60	75	90	105	120	134	148	163	178	193	208	222	237	251	265	279	292	305	319	332	345	358	371	384	397	410	423
131	3600	13	27	40	53	66	80	93	106	119	132	145	158	171	184	197	210	223	236	248	260	272	285	297	309	321	333	345	357	369	381
150	4000	12	24	36	48	60	72	84	96	108	120	131	143	155	167	178	190	202	214	225	236	247	259	270	281	292	303	314	325	336	347
169	4400	11	22	33	44	55	66	77	88	98	109	119	130	141	152	162	173	184	195	206	216	226	237	247	257	267	277	288	298	308	318
190	4800	10	20	31	41	51	61	71	81	90	100	109	119	129	139	149	159	169	179	189	199	209	219	228	237	246	255	265	274	284	293
211	5200	9	18	28	38	47	56	65	74	83	92	101	110	119	129	138	148	157	166	175	184	193	202	211	220	228	237	246	255	264	272
233	5600	8	17	26	35	44	52	61	69	77	86	95	103	112	121	130	139	147	155	163	172	181	189	197	206	214	223	231	239	248	256
256	6000	8	16	24	33	41	49	57	65	73	81	90	98	106	115	123	131	139	147	155	163	171	179	187	195	203	211	219	227	236	244
280	6400	7	15	23	31	39	47	54	61	69	77	85	93	101	109	117	125	133	141	149	156	163	171	179	187	194	202	210	218	226	234
305	6800	7	14	22	29	37	44	51	58	66	73	81	89	97	104	112	120	128	135	143	150	157	165	172	179	186	194	202	210	218	225
331	7200	7	14	21	28	35	42	49	56	63	70	78	85	93	100	108	116	123	130	137	144	151	159	166	173	180	187	195	203	211	218
358	7600	6	13	20	27	34	40	47	54	60	67	75	82	90	97	105	112	119	126	133	140	147	154	161	168	175	182	190	197	205	212
387	8000	6	13	20	27	33	39	45	52	58	65	72	79	87	94	102	109	116	123	130	137	144	151	158	165	172	179	187	194	202	209
418	8400	6	13	20	27	33	39	45	52	58	65	72	79	87	94	102	109	116	123	130	137	144	152	159	166	173	180	188	195	203	210
452	8800	6	13	20	27	33	39	46	53	59	66	73	80	87	94	102	110	117	124	131	139	147	155	163	171	179	188	197	206	215	224
489	9200	6	13	20	27	34	41	48	55	62	70	78	85	92	99	107	115	123	131	140	148	157	167	178	190	202	214	226	238	251	264
533	9600	7	14	21	29	37	45	52	60	68	76	84	93	102	111	120	130	141	153	166	180	193	207	220	-	-	-	-	-	-	-
588	10000	8	16	24	33	42	51	61	73	86	100	115	131	146	161	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
680	10400	13	29	48	71	97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
