750	13740	20	27	51	62	70	76	81	85	89	93	97	101	105	109	113	116	119	122	125	128	131	134	137	140	142	144	146	148	150	152
820	13600	5	10	15	20	24	29	33	37	41	45	49	52	55	58	61	64	67	70	72	74	76	78	80	82	84	86	87	88	89	90
859	13400	4	8	11	14	17	20	23	26	29	31	34	37	40	43	45	48	51	54	56	58	60	62	64	66	68	70	71	72	73	74
887	13200	3	6	9	11	14	16	19	21	23	25	28	30	32	34	60	39	41	43	45	47	49	51	53	55	57	59	60	61	62	63
910	13000	3	5	7	9	11	13	15	17	19	21	23	25	27	29	30	32	34	36	38	40	42	44	46	48	50	51	52	53	54	55
931	12800	2	4	6	8	9	11	13	15	17	18	20	22	23	25	26	28	30	32	34	35	37	39	41	43	44	45	46	47	48	49
949	12600	2	4	5	7	8	10	12	13	15	16	18	20	21	22	24	25	27	29	30	31	33	35	37	38	39	40	41	42	43	44
966	12400	2	3	5	6	8	9	11	12	13	15	16	18	19	20	22	23	25	26	27	28	30	31	33	34	35	36	37	38	39	40
982	12200	1	2	4	5	7	8	10	11	12	14	15	17	18	19	20	21	23	24	25	26	27	28	29	30	31	33	34	35	36	37
996	12000	1	3	4	5	7	8	9	10	11	13	14	15	16	17	18	19	21	22	23	24	25	26	27	28	29	30	31	32	33	34
1010	11800	1	3	4	5	6	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
1023	11600	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	30
1036	11400	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	29
1048	11200	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	15	16	17	18	19	20	21	22	23	24	25	26	26	27	27
1060	11000	1	2	3	4	4	5	6	7	8	9	10	11	12	13	13	14	15	16	17	18	19	20	21	22	23	23	24	24	25	25
1071	10800	1	2	3	4	4	5	6	7	8	8	9	10	11	12	12	13	14	15	16	17	18	19	20	21	21	21	22	22	23	23
1082	10600	1	2	3	4	4	5	6	7	8	8	9	10	11	11	12	13	14	14	15	16	17	18	19	20	20	20	21	21	22	22
1093	10400	1	2	3	4	4	5	6	6	7	7	8	9	10	11	11	12	13	13	14	15	16	17	18	19	19	19	20	20	21	21
1103	10200	1	2	3	4	4	5	6	6	7	7	8	9	10	11	11	12	13	13	14	14	15	16	17	18	18	18	19	19	20	20
1113	10000	1	2	3	4	4	5	6	6	7	7	8	9	9	10	10	11	12	12	13	13	14	15	16	17	17	17	18	18	19	19
1123	9800	1	2	2	3	3	4	5	5	6	6	7	8	9	10	10	11	12	12	13	13	13	14	15	16	16	16	17	17	18	18
1133	9600	1	2	2	3	3	4	5	5	6	6	7	8	8	9	9	10	11	11	12	12	12	13	14	15	15	16	16	16	17	17
1142	9400	1	2	2	3	3	4	5	5	6	6	7	8	8	9	9	10	11	11	12	12	12	13	14	15	15	16	16	16	17	17
1152	9200	1	2	2	3	3	4	4	5	5	6	6	7	7	8	8	9	10	10	11	11	12	13	14	15	15	16	16	16	-	-
1161	9000	1	1	2	2	3	3	4	4	5	5	6	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
