9	1000	49	97	144	190	235	279	322	363	403	442	479	515	550	584	616	646	674	699	721	740	-	-	-	-	-	-	-	-	-	-
13	1200	41	81	120	159	197	235	272	308	343	378	412	445	476	506	535	563	589	614	639	663	687	710	732	-	-	-	-	-	-	-
17	1400	35	69	102	136	169	201	233	265	297	328	358	387	415	443	469	496	522	547	571	594	616	637	657	676	694	711	728	-	-	-
20	1600	30	60	90	120	149	178	207	235	263	290	317	343	369	394	419	443	467	490	512	533	554	575	595	615	634	652	669	686	703	720
24	1800	27	54	80	106	132	158	184	209	234	259	283	307	331	355	378	401	423	444	464	484	504	524	544	563	581	599	616	632	647	662
28	2000	24	48	72	96	119	143	167	190	213	235	258	280	301	322	343	364	385	405	425	444	463	482	500	518	535	552	568	584	600	616
32	2200	22	43	65	87	109	131	152	173	194	215	235	255	275	295	314	333	353	372	390	407	425	444	460	477	494	511	527	543	558	573
37	2400	20	40	60	80	100	120	139	158	177	196	216	235	254	272	290	307	325	343	360	377	394	411	427	443	459	475	490	505	519	534
41	2600	19	37	56	74	92	110	128	146	164	182	200	217	234	251	268	285	302	319	336	352	368	384	399	414	429	444	458	472	486	500
45	2800	18	35	52	69	85	102	119	136	152	169	186	202	218	235	251	267	283	299	315	330	345	359	373	387	401	415	429	443	457	471
50	3000	16	32	48	64	79	95	111	127	142	158	173	189	204	220	235	250	265	280	295	309	323	337	351	364	378	391	405	418	432	445
55	3200	15	30	45	60	75	89	104	119	133	148	162	177	191	206	220	234	248	262	276	290	304	318	331	344	357	370	383	396	408	420
65	3600	14	27	40	53	67	80	93	106	119	132	145	158	171	184	197	210	223	236	248	260	273	285	297	309	321	333	345	356	367	378
76	4000	12	24	36	48	60	72	84	96	108	120	131	143	155	167	178	190	202	213	224	235	246	257	268	279	290	301	312	323	334	344
88	4400	11	22	33	44	54	65	76	87	98	109	120	131	142	152	162	173	184	194	204	214	224	234	244	254	264	274	284	294	304	314
101	4800	10	20	30	40	50	60	70	80	90	100	110	120	130	140	149	159	169	179	188	198	207	217	226	235	244	252	261	270	279	288
114	5200	9	18	27	37	46	55	65	74	83	92	101	11	120	129	138	147	156	165	174	183	192	201	209	217	225	234	242	250	259	267
128	5600	8	17	25	34	43	51	60	68	77	86	94	103	112	120	128	136	145	153	162	170	178	186	194	202	210	218	226	234	242	251
143	6000	8	16	24	32	40	48	56	64	72	80	88	96	104	112	120	128	136	144	152	159	167	175	183	191	198	206	214	222	230	238
159	6400	8	15	23	30	38	45	53	60	68	75	83	90	98	105	113	120	128	135	143	150	158	165	173	181	188	195	203	210	218	226
175	6800	7	15	22	29	36	43	50	57	64	71	78	85	92	99	106	113	120	127	135	142	149	156	163	170	178	185	192	199	206	214
193	7200	7	14	21	27	34	40	47	54	60	67	74	80	87	93	100	107	114	121	128	134	141	148	155	161	168	174	181	188	195	202
211	7600	7	13	20	26	32	38	45	51	57	63	70	76	82	88	95	102	108	115	121	127	134	140	147	153	160	166	173	179	185	191
230	8000	6	12	18	24	30	36	42	48	54	60	66	72	78	84	91	97	103	109	115	121	127	133	139	145	152	158	164	170	176	181
250	8400	6	11	17	23	29	35	40	46	52	57	63	69	75	81	87	93	98	104	110	116	121	127	133	139	145	150	156	161	167	172
270	8800	6	11	16	22	28	34	39	45	50	55	60	66	72	78	84	89	95	100	106	111	116	122	128	133	139	145	150	155	160	165
291	9200	6	11	16	22	27	33	38	43	48	53	58	64	69	75	81	86	92	97	102	107	112	118	123	128	133	138	144	149	155	160
313	9600	6	11	16	22	27	32	37	42	47	52	57	62	67	73	79	84	89	94	99	104	109	114	119	124	130	135	140	145	150	156
336	10000	5	10	15	21	26	31	36	41	46	51	56	61	66	72	77	82	87	92	97	102	107	112	117	122	128	133	138	143	148	154
361	10400	5	10	15	20	26	31	36	41	46	51	56	61	66	71	76	81	86	92	97	103	108	113	118	123	129	134	139	144	149	155
387	10800	5	10	15	20	25	30	35	40	45	50	55	60	65	70	76	81	87	92	98	103	108	113	118	124	129	134	140	145	150	155
414	11200	5	10	15	20	25	30	35	40	45	50	55	60	65	70	76	81	87	92	98	103	108	114	119	125	130	135	141	146	151	156
443	11600	5	10	15	20	24	29	34	39	44	49	54	59	64	69	75	80	86	91	97	103	108	114	119	125	130	135	141	146	152	158
475	12000	4	9	14	19	24	29	34	39	44	49	54	59	65	70	75	80	86	91	97	102	108	114	119	125	131	137	143	149	155	162
510	12400	5	10	15	20	25	30	35	40	45	51	56	62	67	73	79	85	91	97	103	109	115	122	128	135	142	149	157	165	172	181
550	12800	6	11	17	22	27	32	38	44	50	56	62	69	76	83	90	97	104	111	119	127	136	148	158	171	187	-	-	-	-	-
598	13200	7	14	20	27	34	41	48	55	63	71	80	91	104	121	142	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
670	13600	15	33	53	76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
