794	16400	5	11	18	25	33	42	53	92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
842	16200	3	7	11	15	19	24	29	34	40	46	53	60	68	77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	16000	2	5	8	11	14	17	20	23	27	31	35	39	43	47	52	58	66	76	87	100	-	-	-	-	-	-	-	-	-	-
915	15800	2	4	6	9	11	13	15	18	21	24	27	30	33	36	40	44	48	52	57	62	68	75	83	91	100	109	-	-	-	-
932	15600	1	3	5	7	9	11	13	15	17	19	21	23	26	29	32	35	38	41	44	48	52	56	60	64	68	73	79	85	92	99
947	15400	1	2	4	6	7	9	11	12	14	16	18	20	22	25	27	29	32	34	36	39	41	44	47	50	53	56	60	64	68	72
962	15200	1	2	3	5	6	7	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	43	46	48	50	53	56	59
975	15000	1	2	3	4	5	6	8	9	11	13	15	16	18	20	21	23	24	26	28	30	32	34	36	38	40	42	44	46	48	51
987	14800	1	2	3	4	5	6	7	8	10	12	14	15	16	17	18	20	21	23	25	26	28	30	32	34	36	37	39	41	43	45
999	14600	1	1	2	3	4	5	6	8	9	11	12	13	14	15	16	18	19	21	22	23	24	27	29	31	33	34	35	37	38	40
1010	14400	1	1	2	3	4	5	6	7	9	10	11	12	13	14	15	16	18	19	20	21	22	24	26	28	30	31	32	34	35	36
1021	14200	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	17	18	19	20	21	22	24	26	28	29	30	31	32	33
1031	14000	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	23	25	27	28	29	29	30	31
1040	13800	1	1	2	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	21	22	24	25	26	27	28	29	30
1050	13600	1	1	2	2	3	4	5	6	7	8	9	10	11	12	13	13	14	15	16	17	18	20	21	23	24	25	26	27	28	29
1059	13400	1	1	2	2	3	4	5	6	7	8	8	9	10	11	12	12	13	14	15	16	18	19	20	21	22	23	24	25	26	27
1069	13200	1	1	2	2	3	3	4	5	6	7	8	9	10	11	12	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1078	13000	1	1	2	2	3	3	4	5	6	7	7	8	9	10	11	12	13	14	15	16	16	17	18	19	20	21	22	23	24	24
1086	12800	1	1	2	2	3	3	4	5	6	7	7	8	9	10	11	11	12	13	14	15	15	16	17	18	19	20	21	21	22	22
1094	12600	1	1	2	2	3	3	4	4	5	6	6	7	8	9	10	11	12	13	14	15	15	16	16	17	18	19	20	20	21	21
1102	12400	1	1	2	2	3	3	4	4	5	6	6	7	8	9	10	10	11	12	13	14	14	15	15	16	17	18	19	19	20	20
1110	12200	1	1	2	2	3	3	4	4	5	6	6	7	8	8	9	9	10	11	12	13	13	14	14	15	16	17	18	18	19	19
1118	12000	1	1	2	2	3	3	4	4	5	6	6	7	7	8	9	9	10	10	11	12	12	13	13	14	15	16	17	17	18	18
1126	11800	1	1	2	2	3	3	4	4	5	5	6	6	7	8	9	9	10	10	11	12	12	13	13	14	14	15	16	16	17	17
1134	11600	1	1	2	2	2	2	3	3	4	5	5	6	6	7	8	8	9	9	10	11	11	12	12	13	13	14	15	15	16	16
1141	11400	1	1	2	2	2	2	3	3	4	5	5	6	6	7	8	8	9	9	10	10	10	11	11	12	12	13	14	14	15	16
1148	11200	1	1	2	2	2	2	3	3	4	5	5	5	6	6	7	7	8	8	9	10	10	11	11	12	12	12	13	14	14	15
1155	11000	1	1	1	2	2	2	3	3	4	5	5	5	5	6	7	7	8	8	9	10	10	11	11	12	12	12	13	13	14	15
1163	10800	1	1	1	2	2	2	3	3	4	4	4	5	5	5	6	7	8	8	9	10	10	11	11	12	12	12	13	13	14	14
1167	10690	1	1	1	1	2	2	2	3	4	4	4	5	5	5	6	7	8	8	9	10	10	11	11	12	12	12	13	13	14	14
